ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_ensembl_peptide	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_canonical_transcript_protein	hsapiens_homolog_subtype	hsapiens_homolog_orthology_type	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage	hsapiens_homolog_orthology_confidence
ENSTGUG00000004148	CASP6	ENSG00000138794	CASP6	ENSP00000265164	4	109688622	109703583	ENSTGUP00000004278	Amniota	ortholog_one2one	63.6964	65.8703	100	92.83	1
ENSTGUG00000004153	ZER1	ENSG00000160445	ZER1	ENSP00000291900	9	128729786	128772414	ENSTGUP00000004290	Amniota	ortholog_one2one	89.5561	89.5561	100	100	1
ENSTGUG00000004155	TMEM63A	ENSG00000196187	TMEM63A	ENSP00000355800	1	225845536	225882380	ENSTGUP00000034779	Amniota	ortholog_one2one	72.0745	67.1623	50	11.95	1
ENSTGUG00000004157	LRRTM4	ENSG00000176204	LRRTM4	ENSP00000387297	2	76747685	77593319	ENSTGUP00000029099	Amniota	ortholog_one2one	77.2425	78.8136	0	94.36	1
ENSTGUG00000004164	PLA2G12A	ENSG00000123739	PLA2G12A	ENSP00000243501	4	109709989	109730070	ENSTGUP00000004285	Amniota	ortholog_one2one	75.7732	77.7778	100	100	1
ENSTGUG00000004176	TBC1D13	ENSG00000107021	TBC1D13	ENSP00000361731	9	128787253	128810430	ENSTGUP00000004310	Amniota	ortholog_one2one	83.7037	84.75	100	91.64	1
ENSTGUG00000004178	PIP5K1B	ENSG00000107242	PIP5K1B	ENSP00000265382	9	68705240	69009176	ENSTGUP00000004313	Amniota	ortholog_one2one	84.153	85.5556	25	99.91	1
ENSTGUG00000004188	RRH	ENSG00000180245	RRH	ENSP00000314992	4	109827972	109849123	ENSTGUP00000004312	Amniota	ortholog_one2one	69.341	71.8101	100	94.84	1
ENSTGUG00000004197	ENDOG	ENSG00000167136	ENDOG	ENSP00000361725	9	128818500	128822676	ENSTGUP00000004314	Amniota	ortholog_one2one	60.1604	75.7576	100	95.6	1
ENSTGUG00000004201	SPOUT1	ENSG00000198917	SPOUT1	ENSP00000354812	9	128819651	128829794	ENSTGUP00000004325	Amniota	ortholog_one2one	69.3931	69.9468	100	86.04	1
ENSTGUG00000004203	SDE2	ENSG00000143751	SDE2	ENSP00000272091	1	225982702	225999343	ENSTGUP00000035239	Amniota	ortholog_one2one	39.6896	39.6896	50	51.78	1
ENSTGUG00000004206	EGF	ENSG00000138798	EGF	ENSP00000265171	4	109912883	110013766	ENSTGUP00000038652	Amniota	ortholog_one2one	48.8428	50.7042	100	79.59	1
ENSTGUG00000004210	H3F3A	ENSG00000132475	H3-3B	ENSP00000254810	17	75776434	75785893	ENSTGUP00000004328	Euteleostomi	ortholog_one2one	100	100	0	0	0
ENSTGUG00000004214	ACBD3	ENSG00000182827	ACBD3	ENSP00000355777	1	226144679	226186741	ENSTGUP00000004343	Amniota	ortholog_one2one	85.2207	84.0909	75	74.96	1
ENSTGUG00000004229	MIXL1	ENSG00000185155	MIXL1	ENSP00000355775	1	226223618	226227060	ENSTGUP00000004344	Amniota	ortholog_one2one	39.267	32.3276	100	56.98	1
ENSTGUG00000004230	LIN9	ENSG00000183814	LIN9	ENSP00000505590	1	226231149	226309869	ENSTGUP00000004375	Tetrapoda	ortholog_one2one	88.3721	91.1439	100	100	1
ENSTGUG00000004233	LRRC8A	ENSG00000136802	LRRC8A	ENSP00000361682	9	128882133	128918039	ENSTGUP00000026903	Amniota	ortholog_one2one	94.8148	94.8148	100	100	1
ENSTGUG00000004236	PHYHD1	ENSG00000175287	PHYHD1	ENSP00000361673	9	128920966	128942041	ENSTGUP00000004371	Amniota	ortholog_one2one	69.4158	69.4158	100	96.45	1
ENSTGUG00000004244	ENPEP	ENSG00000138792	ENPEP	ENSP00000265162	4	110365733	110565285	ENSTGUP00000004390	Amniota	ortholog_one2one	63.6082	64.4723	75	95.74	1
ENSTGUG00000004248	HACD4	ENSG00000188921	HACD4	ENSP00000419503	9	20999509	21031640	ENSTGUP00000004377	Amniota	ortholog_one2one	66.6667	62.931	75	85.2	1
ENSTGUG00000004252	GSS	ENSG00000100983	GSS	ENSP00000498303	20	34928432	34956027	ENSTGUP00000004387	Amniota	ortholog_one2one	69.6203	69.6203	50	91.16	1
ENSTGUG00000004256	DOLK	ENSG00000175283	DOLK	ENSP00000361667	9	128945530	128947603	ENSTGUP00000004373	Amniota	ortholog_one2one	78.2027	76.0223	100	99.04	1
ENSTGUG00000004260	PARP1	ENSG00000143799	PARP1	ENSP00000355759	1	226360210	226408154	ENSTGUP00000004425	Chordata	ortholog_one2one	78.6008	75.3452	100	95.63	1
ENSTGUG00000004262	FOCAD	ENSG00000188352	FOCAD	ENSP00000344307	9	20658309	20995955	ENSTGUP00000029307	Amniota	ortholog_one2one	64.0487	64.2976	100	97.68	1
ENSTGUG00000004272	ACSS2	ENSG00000131069	ACSS2	ENSP00000353804	20	34872146	34927962	ENSTGUP00000004426	Amniota	ortholog_one2one	77.5862	77.0328	25	97.89	1
ENSTGUG00000004280	S100A4	ENSG00000196154	S100A4	ENSP00000357705	1	153543613	153550136	ENSTGUP00000004404	Amniota	ortholog_one2one	72	71.2871	100	100	1
ENSTGUG00000004289	SLC20A2	ENSG00000168575	SLC20A2	ENSP00000429754	8	42416475	42541926	ENSTGUP00000033806	Amniota	ortholog_one2one	85.7362	85.7362	0	100	1
ENSTGUG00000004299	MLLT3	ENSG00000171843	MLLT3	ENSP00000369695	9	20341669	20622499	ENSTGUP00000038167	Euteleostomi	ortholog_one2one	78.6828	79.9296	100	88.37	1
ENSTGUG00000004310	SOGA1	ENSG00000149639	SOGA1	ENSP00000237536	20	36777447	36863538	ENSTGUP00000004446	Amniota	ortholog_one2one	67.2303	69.416	0	100	1
ENSTGUG00000004316	SH3GLB2	ENSG00000148341	SH3GLB2	ENSP00000361645	9	129007036	129028331	ENSTGUP00000004458	Amniota	ortholog_one2one	81.0945	82.5316	100	98	1
ENSTGUG00000004318	ITPKB	ENSG00000143772	ITPKB	ENSP00000411152	1	226631690	226739323	ENSTGUP00000004452	Amniota	ortholog_one2one	67.438	43.129	100	77.34	1
ENSTGUG00000004319	HGSNAT	ENSG00000165102	HGSNAT	ENSP00000368965	8	43140464	43202855	ENSTGUP00000004450	Amniota	ortholog_one2one	56.9841	56.5354	0	57.74	1
ENSTGUG00000004321	SLC24A2	ENSG00000155886	SLC24A2	ENSP00000344801	9	19507452	19786928	ENSTGUP00000004451	Amniota	ortholog_one2one	76.3077	75.0378	100	81.54	1
ENSTGUG00000004334	RPS6	ENSG00000137154	RPS6	ENSP00000369757	9	19375715	19380236	ENSTGUP00000025465	Tetrapoda	ortholog_one2one	90.9449	92.7711	100	94.36	1
ENSTGUG00000004335	INTS10	ENSG00000104613	INTS10	ENSP00000381064	8	19817391	19852083	ENSTGUP00000004478	Amniota	ortholog_one2one	84.6667	89.4366	50	100	1
ENSTGUG00000004339	MIGA2	ENSG00000148343	MIGA2	ENSP00000506871	9	129036621	129072082	ENSTGUP00000004475	Amniota	ortholog_one2one	78.6078	78.0776	100	93.11	1
ENSTGUG00000004341	PTPRT	ENSG00000196090	PTPRT	ENSP00000362297	20	42072752	43189970	ENSTGUP00000031294	Sarcopterygii	ortholog_one2one	89.5833	93.1516	0	97.7	1
ENSTGUG00000004342	WFDC1	ENSG00000103175	WFDC1	ENSP00000219454	16	84294846	84329844	ENSTGUP00000004462	Gnathostomata	ortholog_one2one	28.2927	52.7273	50	42.22	1
ENSTGUG00000004345	COQ8A	ENSG00000163050	COQ8A	ENSP00000355739	1	226940286	226987544	ENSTGUP00000004484	Amniota	ortholog_one2one	70	70.3246	75	99.63	1
ENSTGUG00000004346	HSBP1	ENSG00000230989	HSBP1	ENSP00000392896	16	83807978	83819737	ENSTGUP00000004472	Amniota	ortholog_one2one	79.5181	86.8421	25	100	1
ENSTGUG00000004352	MLYCD	ENSG00000103150	MLYCD	ENSP00000262430	16	83899115	83951445	ENSTGUP00000033131	Amniota	ortholog_one2one	62.6838	69.1684	25	99.75	1
ENSTGUG00000004356	DOLPP1	ENSG00000167130	DOLPP1	ENSP00000361625	9	129081111	129090438	ENSTGUP00000004481	Amniota	ortholog_one2one	86.9748	86.9748	100	100	1
ENSTGUG00000004357	CDH13	ENSG00000140945	CDH13	ENSP00000479395	16	82626965	83800640	ENSTGUP00000020293	Amniota	ortholog_one2one	74.162	74.4741	50	100	1
ENSTGUG00000004359	CSGALNACT1	ENSG00000147408	CSGALNACT1	ENSP00000411816	8	19404161	19758029	ENSTGUP00000004493	Amniota	ortholog_one2one	79.6226	79.3233	25	100	1
ENSTGUG00000004362	CRAT	ENSG00000095321	CRAT	ENSP00000315013	9	129094142	129111189	ENSTGUP00000032954	Amniota	ortholog_one2one	69.01	76.8371	100	94.05	1
ENSTGUG00000004377	AP5S1	ENSG00000125843	AP5S1	ENSP00000481750	20	3820524	3828838	ENSTGUP00000004498	Amniota	ortholog_one2one	42.029	43.5	0	69.68	1
ENSTGUG00000004380		ENSG00000173597	SULT1B1	ENSP00000308770	4	69721167	69787961	ENSTGUP00000029717	Amniota	ortholog_one2one	43.9803	60.473	0	22.17	0
ENSTGUG00000004388	HSD17B2	ENSG00000086696	HSD17B2	ENSP00000199936	16	82035004	82098534	ENSTGUP00000004519	Amniota	ortholog_one2one	48.9474	48.062	100	71.62	1
ENSTGUG00000004400	SDR42E1	ENSG00000184860	SDR42E1	ENSP00000332407	16	81988855	82011481	ENSTGUP00000004524	Amniota	ortholog_one2one	48.3816	72.2646	100	82.45	1
ENSTGUG00000004405	PLCG2	ENSG00000197943	PLCG2	ENSP00000482457	16	81739097	81962685	ENSTGUP00000004589	Amniota	ortholog_one2one	78.8226	76.2055	100	96.57	1
ENSTGUG00000004407	SNX27	ENSG00000143376	SNX27	ENSP00000400333	1	151612006	151699091	ENSTGUP00000035110	Amniota	ortholog_one2one	91.0305	88.1701	50	81.64	1
ENSTGUG00000004412	ASB6	ENSG00000148331	ASB6	ENSP00000277458	9	129634604	129642169	ENSTGUP00000004544	Amniota	ortholog_one2one	68.6321	69.1211	100	100	1
ENSTGUG00000004425	IER5L	ENSG00000188483	IER5L	ENSP00000361569	9	129175552	129178261	ENSTGUP00000037407	Amniota	ortholog_one2one	65.7627	48.0198	100	97.91	1
ENSTGUG00000004426	MYBL2	ENSG00000101057	MYBL2	ENSP00000217026	20	43667019	43716495	ENSTGUP00000034938	Amniota	ortholog_one2one	67.2293	68.2857	50	82.83	1
ENSTGUG00000004430	NTMT1	ENSG00000148335	NTMT1	ENSP00000361561	9	129608884	129636135	ENSTGUP00000004555	Amniota	ortholog_one2one	65.9498	82.5112	100	92.84	1
ENSTGUG00000004433	PEX11B	ENSG00000131779	PEX11B	ENSP00000358312	1	145911350	145918717	ENSTGUP00000004553	Amniota	ortholog_one2one	64.1434	62.1622	0	100	1
ENSTGUG00000004434	LIX1L	ENSG00000271601	LIX1L	ENSP00000474487	1	145933423	145958017	ENSTGUP00000004565	Tetrapoda	ortholog_one2one	81.9149	68.546	25	77.96	1
ENSTGUG00000004447	RBM8A	ENSG00000265241	RBM8A	ENSP00000463058	1	145917714	145927678	ENSTGUP00000004588	Amniota	ortholog_one2one	83.9196	95.977	25	86.74	1
ENSTGUG00000004451	TOR1B	ENSG00000136816	TOR1B	ENSP00000259339	9	129803157	129811281	ENSTGUP00000004580	Amniota	ortholog_one2one	67.7233	69.9405	100	100	1
ENSTGUG00000004452	YTHDC1	ENSG00000083896	YTHDC1	ENSP00000339245	4	68310387	68350090	ENSTGUP00000018670	Amniota	ortholog_one2one	88.2517	86.7951	0	98.94	1
ENSTGUG00000004454	IFT52	ENSG00000101052	IFT52	ENSP00000362121	20	43590937	43647299	ENSTGUP00000004599	Amniota	ortholog_one2one	65.2087	75.0572	25	93.92	1
ENSTGUG00000004463	TOR1A	ENSG00000136827	TOR1A	ENSP00000345719	9	129812942	129824244	ENSTGUP00000004604	Amniota	ortholog_one2one	71.4286	73.7952	75	99.34	1
ENSTGUG00000004470	MTMR11	ENSG00000014914	MTMR11	ENSP00000391668	1	149928651	149936879	ENSTGUP00000030841	Amniota	ortholog_one2one	36.9393	39.4922	100	39.08	1
ENSTGUG00000004472	CMIP	ENSG00000153815	CMIP	ENSP00000446100	16	81444808	81711762	ENSTGUP00000035807	Amniota	ortholog_one2one	92.5197	91.2031	100	96.17	1
ENSTGUG00000004479	OTUD7B	ENSG00000264522	OTUD7B	ENSP00000462729	1	149937812	150010726	ENSTGUP00000004616	Sarcopterygii	ortholog_one2one	72.2287	73.4282	100	89.95	1
ENSTGUG00000004480	SGK2	ENSG00000101049	SGK2	ENSP00000362192	20	43558968	43588237	ENSTGUP00000004661	Amniota	ortholog_one2one	66.2281	82.2888	50	87.01	1
ENSTGUG00000004486	C9orf78	ENSG00000136819	C9orf78	ENSP00000361524	9	129827290	129835863	ENSTGUP00000004626	Amniota	ortholog_one2one	89.2734	89.2734	100	90.95	1
ENSTGUG00000004493	VPS45	ENSG00000136631	VPS45	ENSP00000495563	1	150067279	150145329	ENSTGUP00000004657	Euteleostomi	ortholog_one2one	84.007	83.8596	100	99.83	1
ENSTGUG00000004495	GAN	ENSG00000261609	GAN	ENSP00000497351	16	81314944	81390809	ENSTGUP00000004632	Amniota	ortholog_one2one	90.7873	90.7873	100	99.63	1
ENSTGUG00000004503	USP20	ENSG00000136878	USP20	ENSP00000361506	9	129834698	129881828	ENSTGUP00000030744	Amniota	ortholog_one2one	83.6443	83.3698	100	100	1
ENSTGUG00000004509	BCO1	ENSG00000135697	BCO1	ENSP00000258168	16	81238689	81291142	ENSTGUP00000004654	Amniota	ortholog_one2one	72.2433	69.4698	75	94.24	1
ENSTGUG00000004529		ENSG00000166473	PKD1L2	ENSP00000337397	16	81100875	81220370	ENSTGUP00000004686	Vertebrata	ortholog_one2one	19.9627	43.1887	75	89.57	0
ENSTGUG00000004537	SLC32A1	ENSG00000101438	SLC32A1	ENSP00000217420	20	38724486	38729372	ENSTGUP00000004665	Amniota	ortholog_one2one	92.1002	91.0476	25	100	1
ENSTGUG00000004541	ARHGAP40	ENSG00000124143	ARHGAP40	ENSP00000362442	20	38601934	38651035	ENSTGUP00000004688	Amniota	ortholog_one2one	55.3223	59.3248	25	87.16	1
ENSTGUG00000004542	ANP32E	ENSG00000143401	ANP32E	ENSP00000463154	1	150218417	150236156	ENSTGUP00000004677	Amniota	ortholog_one2one	84.252	79.8507	50	87.19	1
ENSTGUG00000004545	FNBP1	ENSG00000187239	FNBP1	ENSP00000413625	9	129887187	130043194	ENSTGUP00000036096	Amniota	ortholog_one2one	75.5928	87.8444	75	93.74	1
ENSTGUG00000004552	PRPF3	ENSG00000117360	PRPF3	ENSP00000315379	1	150321479	150353233	ENSTGUP00000004716	Amniota	ortholog_one2one	94.0059	94.1435	50	99.18	1
ENSTGUG00000004556	UNC5D	ENSG00000156687	UNC5D	ENSP00000385143	8	35235475	35796550	ENSTGUP00000004767	Amniota	ortholog_one2one	82.3594	78.384	100	96.84	1
ENSTGUG00000004563	ACTR5	ENSG00000101442	ACTR5	ENSP00000243903	20	38748460	38772520	ENSTGUP00000004703	Amniota	ortholog_one2one	67.0886	78.5832	50	94.42	1
ENSTGUG00000004567	GPR107	ENSG00000148358	GPR107	ENSP00000336988	9	130053426	130140169	ENSTGUP00000033773	Amniota	ortholog_one2one	69.0598	73.1884	100	76.45	1
ENSTGUG00000004575	ATMIN	ENSG00000166454	ATMIN	ENSP00000299575	16	81035842	81047350	ENSTGUP00000004704	Amniota	ortholog_one2one	66.5399	63.791	50	98.72	1
ENSTGUG00000004578	PPP1R16B	ENSG00000101445	PPP1R16B	ENSP00000299824	20	38805697	38923024	ENSTGUP00000004731	Amniota	ortholog_one2one	77.2329	77.7778	50	100	1
ENSTGUG00000004579	CENPN	ENSG00000166451	CENPN	ENSP00000305608	16	81006552	81033114	ENSTGUP00000004712	Amniota	ortholog_one2one	58.3815	59.587	25	88.58	1
ENSTGUG00000004589	CDYL2	ENSG00000166446	CDYL2	ENSP00000476295	16	80597907	80804598	ENSTGUP00000004735	Amniota	ortholog_one2one	74.2215	84.7826	0	95.89	1
ENSTGUG00000004590	RPRD2	ENSG00000163125	RPRD2	ENSP00000358064	1	150363091	150476566	ENSTGUP00000004728	Amniota	ortholog_one2one	73.7032	70.0205	25	99.39	1
ENSTGUG00000004597	CAPN14	ENSG00000214711	CAPN14	ENSP00000385247	2	31173056	31233858	ENSTGUP00000030966	Amniota	ortholog_one2one	56.7416	59.0643	100	80.98	1
ENSTGUG00000004610	MAF	ENSG00000178573	MAF	ENSP00000327048	16	79585843	79600737	ENSTGUP00000004740	Amniota	ortholog_one2one	83.0189	76.4268	25	96.97	1
ENSTGUG00000004614	WWOX	ENSG00000186153	WWOX	ENSP00000457230	16	78099400	79212667	ENSTGUP00000004766	Amniota	ortholog_one2one	58.4139	72.9469	25	94.97	1
ENSTGUG00000004620	DHX35	ENSG00000101452	DHX35	ENSP00000252011	20	38962299	39039723	ENSTGUP00000032501	Amniota	ortholog_one2one	87.3596	88.478	100	99.6	1
ENSTGUG00000004629	GALNT14	ENSG00000158089	GALNT14	ENSP00000288988	2	30910467	31155202	ENSTGUP00000004801	Amniota	ortholog_one2one	69.7464	69.7464	50	94.53	1
ENSTGUG00000004644	ERLIN2	ENSG00000147475	ERLIN2	ENSP00000428112	8	37736601	37758422	ENSTGUP00000004784	Amniota	ortholog_one2one	66.6667	87.3156	100	83.89	1
ENSTGUG00000004645	HYAL2	ENSG00000068001	HYAL2	ENSP00000350387	3	50317790	50322782	ENSTGUP00000004777	Amniota	ortholog_one2one	53.5714	53.9112	75	92.86	1
ENSTGUG00000004647	ARNT	ENSG00000143437	ARNT	ENSP00000351407	1	150809713	150876708	ENSTGUP00000037631	Amniota	ortholog_one2one	78.5987	78.2003	50	92.2	1
ENSTGUG00000004653	RASSF1	ENSG00000068028	RASSF1	ENSP00000352323	3	50329782	50340980	ENSTGUP00000004787	Amniota	ortholog_one2one	58.9506	56.1765	100	80.78	1
ENSTGUG00000004656	ASS1	ENSG00000130707	ASS1	ENSP00000253004	9	130444961	130501274	ENSTGUP00000004788	Amniota	ortholog_one2one	81.0096	81.7961	100	99.37	1
ENSTGUG00000004658	PLPBP	ENSG00000147471	PLPBP	ENSP00000333551	8	37762595	37779768	ENSTGUP00000023286	Amniota	ortholog_one2one	63.9752	74.9091	100	99.81	1
ENSTGUG00000004661	ZMYND10	ENSG00000004838	ZMYND10	ENSP00000231749	3	50341110	50345732	ENSTGUP00000004813	Amniota	ortholog_one2one	60.4027	61.3636	100	94.14	1
ENSTGUG00000004662	FUBP3	ENSG00000107164	FUBP3	ENSP00000318177	9	130578965	130638352	ENSTGUP00000004820	Amniota	ortholog_one2one	86.3717	85.3147	100	91.85	1
ENSTGUG00000004671	ADGRA2	ENSG00000020181	ADGRA2	ENSP00000406367	8	37784191	37844896	ENSTGUP00000004844	Amniota	ortholog_one2one	64.5161	61.2855	100	94.06	1
ENSTGUG00000004674	CAPN13	ENSG00000162949	CAPN13	ENSP00000295055	2	30722771	30820542	ENSTGUP00000004827	Amniota	ortholog_one2one	38.2258	35.426	50	40.09	1
ENSTGUG00000004676	TOP1	ENSG00000198900	TOP1	ENSP00000354522	20	41028822	41124487	ENSTGUP00000004865	Amniota	ortholog_one2one	92.2775	92.1569	100	82.98	1
ENSTGUG00000004684	SETDB1	ENSG00000143379	SETDB1	ENSP00000271640	1	150926263	150964744	ENSTGUP00000033708	Amniota	ortholog_one2one	70.7598	71.4175	100	89.77	1
ENSTGUG00000004686	NPRL2	ENSG00000114388	NPRL2	ENSP00000232501	3	50347330	50350826	ENSTGUP00000004815	Amniota	ortholog_one2one	75.1708	86.8421	0	100	1
ENSTGUG00000004688	CYB561D2	ENSG00000114395	CYB561D2	ENSP00000400454	3	50350845	50358460	ENSTGUP00000004823	Amniota	ortholog_one2one	77.027	77.027	75	100	1
ENSTGUG00000004692	PRDM12	ENSG00000130711	PRDM12	ENSP00000253008	9	130664594	130682986	ENSTGUP00000004826	Amniota	ortholog_one2one	90.2579	85.8311	100	100	1
ENSTGUG00000004695	TMEM115	ENSG00000126062	TMEM115	ENSP00000266025	3	50354750	50359521	ENSTGUP00000004830	Amniota	ortholog_one2one	75.2841	75.4986	75	100	1
ENSTGUG00000004697	EXOSC2	ENSG00000130713	EXOSC2	ENSP00000361433	9	130693721	130704894	ENSTGUP00000034035	Amniota	ortholog_one2one	67.9775	82.5939	100	100	1
ENSTGUG00000004703	CACNA2D2	ENSG00000007402	CACNA2D2	ENSP00000390329	3	50362613	50504244	ENSTGUP00000004838	Amniota	ortholog_one2one	80.5031	78.3902	100	95.43	1
ENSTGUG00000004713	CSNK2A2	ENSG00000070770	CSNK2A2	ENSP00000262506	16	58157907	58198106	ENSTGUP00000004888	Euteleostomi	ortholog_one2one	52.1277	70	100	100	1
ENSTGUG00000004717	RAB11FIP1	ENSG00000156675	RAB11FIP1	ENSP00000331342	8	37858618	37899497	ENSTGUP00000023832	Amniota	ortholog_one2one	34.0675	36.1652	100	50.22	1
ENSTGUG00000004718	HEMK1	ENSG00000114735	HEMK1	ENSP00000232854	3	50569152	50596168	ENSTGUP00000004852	Amniota	ortholog_one2one	55.0847	57.6923	100	62.57	1
ENSTGUG00000004720	ABL1	ENSG00000097007	ABL1	ENSP00000323315	9	130713016	130887675	ENSTGUP00000026063	Amniota	ortholog_one2one	81.1238	81.7699	100	100	1
ENSTGUG00000004721	EIF4EBP1	ENSG00000187840	EIF4EBP1	ENSP00000340691	8	38030534	38060365	ENSTGUP00000004857	Amniota	ortholog_one2one	60.6838	60.1695	100	10.8	1
ENSTGUG00000004729	MAPKAPK3	ENSG00000114738	MAPKAPK3	ENSP00000478922	3	50611520	50649291	ENSTGUP00000028968	Amniota	ortholog_one2one	82.3834	83.2461	100	91.31	1
ENSTGUG00000004737	PLCG1	ENSG00000124181	PLCG1	ENSP00000362368	20	41136960	41196801	ENSTGUP00000004946	Amniota	ortholog_one2one	87.6755	87.1318	100	97.47	1
ENSTGUG00000004738	SRF	ENSG00000112658	SRF	ENSP00000265354	6	43171269	43181506	ENSTGUP00000004884	Amniota	ortholog_one2one	79.5876	75.9843	75	99.36	1
ENSTGUG00000004741	ASH2L	ENSG00000129691	ASH2L	ENSP00000340896	8	38105493	38144076	ENSTGUP00000036617	Amniota	ortholog_one2one	89.6491	81.3694	100	91.94	1
ENSTGUG00000004755	PTK7	ENSG00000112655	PTK7	ENSP00000230419	6	43076307	43161719	ENSTGUP00000004924	Tetrapoda	ortholog_one2one	71.8336	71.028	75	97.78	1
ENSTGUG00000004759	CFAP20	ENSG00000070761	CFAP20	ENSP00000262498	16	58113592	58129381	ENSTGUP00000004894	Amniota	ortholog_one2one	98.9637	98.9637	100	99.02	1
ENSTGUG00000004762	DOCK3	ENSG00000088538	DOCK3	ENSP00000266037	3	50674927	51384198	ENSTGUP00000004977	Amniota	ortholog_one2one	94.2756	65.7143	100	87.03	1
ENSTGUG00000004764	MMP15	ENSG00000102996	MMP15	ENSP00000219271	16	58025754	58046901	ENSTGUP00000004922	Amniota	ortholog_one2one	75.5486	72.0478	100	93.61	1
ENSTGUG00000004771	AP2B1	ENSG00000006125	AP2B1	ENSP00000483185	17	35578046	35726413	ENSTGUP00000037737	Amniota	ortholog_one2one	96.4323	96.6351	100	86.88	1
ENSTGUG00000004778	STAR	ENSG00000147465	STAR	ENSP00000276449	8	38142700	38150992	ENSTGUP00000004923	Amniota	ortholog_one2one	71.0247	70.5263	100	99.15	1
ENSTGUG00000004792	USB1	ENSG00000103005	USB1	ENSP00000219281	16	57999546	58021618	ENSTGUP00000004926	Amniota	ortholog_one2one	30.2231	56.2264	100	63.34	1
ENSTGUG00000004804	DDHD2	ENSG00000085788	DDHD2	ENSP00000380352	8	38225218	38275558	ENSTGUP00000004959	Amniota	ortholog_one2one	70.6052	68.917	100	83.96	1
ENSTGUG00000004817	ZHX3	ENSG00000174306	ZHX3	ENSP00000506788	20	41178448	41317731	ENSTGUP00000004955	Amniota	ortholog_one2one	64.675	64.5397	100	98.05	1
ENSTGUG00000004825	LPIN3	ENSG00000132793	LPIN3	ENSP00000362354	20	41340821	41360582	ENSTGUP00000005011	Amniota	ortholog_one2one	52.6728	47.4736	75	84.55	1
ENSTGUG00000004829	NSD3	ENSG00000147548	NSD3	ENSP00000313983	8	38269704	38382272	ENSTGUP00000004993	Amniota	ortholog_one2one	86.1324	86.0125	100	100	1
ENSTGUG00000004845	MANF	ENSG00000145050	MANF	ENSP00000432799	3	51385291	51389397	ENSTGUP00000032323	Amniota	ortholog_one2one	78.3333	77.4725	100	99.31	1
ENSTGUG00000004847	PEX12	ENSG00000108733	PEX12	ENSP00000225873	17	35574795	35578863	ENSTGUP00000004983	Amniota	ortholog_one2one	72.4719	71.8663	100	98.63	1
ENSTGUG00000004850	RBM15B	ENSG00000259956	RBM15B	ENSP00000454545	3	51391285	51397908	ENSTGUP00000004988	Amniota	ortholog_one2one	65.6114	67.5281	100	100	1
ENSTGUG00000004851	UNC45B	ENSG00000141161	UNC45B	ENSP00000378071	17	35147817	35189345	ENSTGUP00000005020	Amniota	ortholog_one2one	81.3778	81.3778	100	99.81	1
ENSTGUG00000004855	DCAF1	ENSG00000145041	DCAF1	ENSP00000506880	3	51395867	51500015	ENSTGUP00000005023	Amniota	ortholog_one2one	93.2846	93.0989	75	100	1
ENSTGUG00000004888	RAD54L2	ENSG00000164080	RAD54L2	ENSP00000507587	3	51538719	51668667	ENSTGUP00000005042	Amniota	ortholog_one2one	78.4083	77.2324	50	97.89	1
ENSTGUG00000004902	KLHDC3	ENSG00000124702	KLHDC3	ENSP00000313995	6	43014103	43021298	ENSTGUP00000005065	Amniota	ortholog_one2one	85.6771	86.1257	75	99.92	1
ENSTGUG00000004930	MEA1	ENSG00000124733	MEA1	ENSP00000244711	6	43011143	43016868	ENSTGUP00000005075	Amniota	ortholog_one2one	56.4417	49.7297	25	92.77	1
ENSTGUG00000004938	PPP2R5D	ENSG00000112640	PPP2R5D	ENSP00000417963	6	42984553	43012342	ENSTGUP00000005123	Amniota	ortholog_one2one	90.7166	92.5249	50	93.32	1
ENSTGUG00000004944	ATAD5	ENSG00000176208	ATAD5	ENSP00000313171	17	30831966	30895869	ENSTGUP00000005092	Amniota	ortholog_one2one	47.3454	46.9089	25	83.84	1
ENSTGUG00000004958	CRLF3	ENSG00000176390	CRLF3	ENSP00000318804	17	30769388	30824692	ENSTGUP00000005106	Amniota	ortholog_one2one	80.0905	80.0905	50	100	1
ENSTGUG00000004968	SUZ12	ENSG00000178691	SUZ12	ENSP00000316578	17	31937007	32001038	ENSTGUP00000005137	Amniota	ortholog_one2one	76.7735	90.7984	25	100	1
ENSTGUG00000004985	ABHD12	ENSG00000100997	ABHD12	ENSP00000341408	20	25294742	25390835	ENSTGUP00000005149	Amniota	ortholog_one2one	84.1558	81.407	50	85.6	1
ENSTGUG00000004999	UTP6	ENSG00000108651	UTP6	ENSP00000261708	17	31860904	31901708	ENSTGUP00000005158	Amniota	ortholog_one2one	63.8191	63.8191	25	99.53	1
ENSTGUG00000005015	PYGB	ENSG00000100994	PYGB	ENSP00000216962	20	25248085	25298012	ENSTGUP00000005236	Amniota	ortholog_one2one	90.5389	89.6797	75	99.92	1
ENSTGUG00000005020	COX10	ENSG00000006695	COX10	ENSP00000261643	17	14069490	14231736	ENSTGUP00000005171	Amniota	ortholog_one2one	67.1806	68.8488	50	96.32	1
